phone_number,street_address,hospital_name,longitude,latitude,Si/Do,Si/Gun/Gu,Eup/Myeon/Dong
031-548-2475,"경기도 수원시 권선구 권선로 715, 1층 (권선동)",24시 숨 동물병원,202556.9374,417421.9359,경기도,수원시,권선구 권선동 1022-7
031-203-7501,"경기도 수원시 영통구 영통로154번길 60, 101호 (망포동)",닥터에이스 동물병원,205172.4155,415483.0328,경기도,수원시,영통구 망포동 417-2 101호
031-241-2668,경기도 수원시 장안구 팔달로 298 (영화동),광교산동물병원,201429.6141,420974.3434,경기도,수원시,장안구 영화동 127-39
031-269-1121,경기도 수원시 장안구 하률로 9 (천천동),소담동물병원,197651.7748,422354.2149,경기도,수원시,장안구 천천동 548-7
031-267-8100,"경기도 수원시 권선구 동수원로82번길 7-3, 1층 (곡반정동)",튼튼동물병원,202397.0912,415141.7409,경기도,수원시,권선구 곡반정동 565-9
031-294-0082,경기도 수원시 권선구 금곡로102번길 30(금곡동),스타동물병원,194708.5662,418983.7749,경기도,수원시,권선구 금곡동 1083
031-211-0075,"경기도 수원시 영통구 효원로 374, 주공플라자 101호102호 (매탄동)",매탄동물병원,203681.8395,417432.5688,경기도,수원시,영통구 매탄동 1270-1 주공플라자 101호102호
031-211-0975,경기도 수원시 팔달구 경수대로 461 (인계동),마음반려 동물의료원,202272.7864,418390.5643,경기도,수원시,팔달구 인계동 979-2
031-292-1682,"경기도 수원시 권선구 금곡로118번길 50, 1층 (금곡동)",퀸즈동물병원,194878.735,418895.1821,경기도,수원시,권선구 금곡동 1091-5
031-217-9559,경기도 수원시 영통구 센트럴파크로127번길 166(이의동),봄나래동물병원,204899.3747,421404.4683,경기도,수원시,영통구 이의동 1316-2
031-213-7514,"경기도 수원시 영통구 법조로149번길 104, 1층 (하동)",아름드리동물병원,206014.1841,421307.4388,경기도,수원시,영통구 하동 968-4
031-295-7611,경기도 수원시 팔달구 화산로 62 (화서동),서울경기양돈농협동물병원,198571.6828,420902.7886,경기도,수원시,팔달구 화서동 736
031-203-8277,"경기도 수원시 영통구 봉영로 1623, 124호 (영통동, 드림피아빌딩)",닥터김 동물병원,206556.3518,417113.7666,경기도,수원시,영통구 영통동 958-1 124호
031-242-7585,"경기도 수원시 팔달구 화양로 21-2, 1층 (화서동)",조은동물병원,199712.324,419798.2539,경기도,수원시,팔달구 화서동 135-1
031-244-0117,"경기도 수원시 장안구 수성로 300, 1층 (영화동, 동광빌딩)",한마음 동물의료센터,200383.6733,421006.4104,경기도,수원시,장안구 영화동 390-19
031-298-7502,경기도 수원시 팔달구 일월로22번길 15 (화서동),동물사랑동물병원,198208.255,420434.24,경기도,수원시,팔달구 화서동 724-4
031-212-7582,"경기도 수원시 팔달구 인계로 126, 수원미디어시티 109호110호호 (인계동)",전병준동물병원,202706.3559,418367.4453,경기도,수원시,팔달구 인계동 1036 수원미디어시티
031-267-0975,경기도 수원시 팔달구 인계로108번길 4 (인계동),애니존동물병원,202517.5715,418412.2201,경기도,수원시,팔달구 인계동 1019-5
031-269-9975,경기도 수원시 장안구 파장로 109 (정자동),WE 동물병원,199015.1773,422912.9597,경기도,수원시,장안구 정자동 541-21
031-215-7582,"경기도 수원시 영통구 에듀타운로 17, 국제프라자 108호 (이의동)",자연앤동물병원,204571.5442,420288.9734,경기도,수원시,영통구 이의동 1369-2 국제프라자 108호
031-211-7550,"경기도 수원시 영통구 센트럴파크로127번길 32, 지하,1층 (이의동)",카페거리 동물병원 동행,204767.3518,421448.1406,경기도,수원시,영통구 이의동 1306-15
031-232-5831,"경기도 수원시 팔달구 세지로 279-1, 101호 (지동, 포레스트)",한성동물병원,201991.5941,419337.5849,경기도,수원시,팔달구 지동 365-20 포레스트 101호
031-254-7518,경기도 수원시 장안구 수성로350번길 4 (영화동),귀족동물병원,200838.5395,421200.1409,경기도,수원시,장안구 영화동 448-1
031-278-3593,"경기도 수원시 권선구 호매실로104번길 90, 제이디타워1 206호 (호매실동)",뷰티펫동물병원,196620.6117,417517.6144,경기도,수원시,권선구 호매실동 1400
031-212-1999,경기도 수원시 영통구 인계로220번길 20 (매탄동),방실웃는 동물병원,203572.4725,418027.997,경기도,수원시,영통구 매탄동 923-32
031-241-7551,"경기도 수원시 장안구 송원로 69, 4층 (송죽동)",아이러브 동물병원,200703.2632,422135.7362,경기도,수원시,장안구 송죽동 506-3
031-243-0080,경기도 수원시 장안구 팔달로 249 (영화동),나루동물메디칼,201038.8164,420738.5519,경기도,수원시,장안구 영화동 328-5
031-292-1275,"경기도 수원시 권선구 구운로85번길 12, 105층 (구운동)",하하 동물병원,197489.4946,419955.2153,경기도,수원시,권선구 구운동 921-11
031-548-1175,"경기도 수원시 영통구 센트럴타운로 85, cb12호 (이의동, Summit place 광교)",맘동물병원,204409.226,420967.6178,경기도,수원시,영통구 이의동 1332 Summit place 광교 cb12호
031-213-0053,"경기도 수원시 영통구 센트럴타운로 85 (이의동, Summit place 광교)",이리온동물병원광교롯데마트점,204409.226,420967.6178,경기도,수원시,영통구 이의동 1332 Summit place 광교
031-214-0025,"경기도 수원시 영통구 중부대로 293-3, 2층 (원천동)",공감＋동물의료센터,204155.9256,419123.029,경기도,수원시,영통구 원천동 78-3
031-296-7582,"경기도 수원시 권선구 칠보로 138, 103-2호 (호매실동)",메리 동물병원,195837.2106,418184.3976,경기도,수원시,권선구 호매실동 1362-1 103-2호
031-244-7975,"경기도 수원시 장안구 조원로 78, 1층 (조원동)",조원 동물병원,201423.5724,422034.8584,경기도,수원시,장안구 조원동 734-18
031-255-7975,"경기도 수원시 장안구 송원로86번길 4, 1,2층 (조원동)",행복사랑동물병원,200828.9929,422235.1495,경기도,수원시,장안구 조원동 752
031-895-5775,"경기도 수원시 팔달구 인계로 91, 2,3층 (인계동)",수원 스카이 동물메디컬센터,202393.1681,418513.7064,경기도,수원시,팔달구 인계동 951-10
031-291-2475,"경기도 수원시 권선구 금곡로 213, 203,204,309호 (금곡동)",수원24시 바른동물의료센터,195818.5252,419211.743,경기도,수원시,권선구 금곡동 1114
031-8007-3103,"경기도 수원시 영통구 광교호수공원로 80, 154호,155호,156(일부)호 (원천동, 광교아이파크)",안녕동물병원,205357.8071,419119.0197,경기도,수원시,영통구 원천동 593 광교아이파크
031-211-7525,"경기도 수원시 영통구 동수원로 400-1, 1층 (매탄동)",다나 동물병원,203520.2013,418087.1587,경기도,수원시,영통구 매탄동 923-6
031-217-7801,"경기도 수원시 영통구 광교호수공원로 277, B1층 9,10호 (원천동, 중흥 S-클래스)",에스 클래스 동물병원,205026.0796,420062.8782,경기도,수원시,영통구 원천동 589 중흥 S-클래스
031-234-5550,경기도 수원시 권선구 곡선로 37 (곡반정동),sun동물병원,202489.2237,415275.8755,경기도,수원시,권선구 곡반정동 558-2
031-202-7501,"경기도 수원시 영통구 권선로908번길 31, 103,104호 (신동)",새싹 동물병원,203925.9432,416153.6983,경기도,수원시,영통구 신동 937-1
031-228-3561,"경기도 수원시 영통구 광교호수로 234, 수원시 동물보호센터 (하동)",수원시동물보호센터 동물병원,206906.4684,420340.3514,경기도,수원시,영통구 하동 40-10 수원시 동물보호센터
070-4647-2999,"경기도 수원시 장안구 장안로 29, 103호 (영화동)",유동물병원,200412.9971,420627.3774,경기도,수원시,장안구 영화동 422-43
031-206-7503,"경기도 수원시 영통구 영통로 120, 효성빌딩 1층 (망포동)",쿨펫 동물병원,204977.016,415193.8663,경기도,수원시,영통구 망포동 557-1 효성빌딩
02-6227-7582,"서울특별시 송파구 가락로 258, 세림빌딩 1층 (방이동)",라임동물병원,210444.4877,445418.5016,서울특별시,송파구,방이동 135-1 세림빌딩 1층
063-833-7570,전라북도 익산시 무왕로 1053 (영등동),쿨펫동물병원,197583.9208,273199.2229,전라북도,익산시,영등동 833-2번지 2층
063-851-7218,"전라북도 익산시 선화로 321, 1층 (마동)",현대동물병원,196795.6658,271729.3739,전라북도,익산시,마동 166-53 1층
063-855-1037,전라북도 익산시 배산로24길 14 (모현동1가),익산산업동물병원,194774.0594,272403.0517,전라북도,익산시,모현동1가 533-5
858-7582,전라북도 익산시 익산대로 204 (창인동1가),금강동물병원,195332.3252,271553.9945,전라북도,익산시,창인동1가 49-40
063-834-7585,전라북도 익산시 금마면 미륵사지로 68,우리들동물병원,204393.1232,276881.6382,전라북도,익산시,금마면 서고도리 196-10번지 16통
063-291-0727,전라북도 익산시 춘포면 쌍정길 16-1,다민동물병원,204551.832,269261.9711,전라북도,익산시,춘포면 쌍정리 107번지
063-850-0970,"전라북도 익산시 고봉로 79, 전북대학교익산캠퍼스 (마동)",전북동물의료센터,196293.1826,271394.6422,전라북도,익산시,마동 194-5 전북대학교익산캠퍼스
325652943,"인천광역시 서구 청중로478번안길 4, 2층 (가정동)",쪼꼬동물메디컬센터,170321.0232,447511.2305,인천광역시,서구,가정동 606-2번지 2층
231-0047,충청북도 청주시 흥덕구 강내면 서부로 411-55,청주시 반려동물보호센터,232645.5077,343314.6376,충청북도,청주시,흥덕구 강내면 태성리 22-5
02-2212-7596,"서울특별시 동대문구 답십리로 293, 1층 (장안동)",현대종합동물병원,206384.1763,452248.6846,서울특별시,동대문구,장안동 330-2번지
831-1252,전라북도 익산시 중앙로 121 (마동),(주)하림애니멀클리닉,196317.3774,270803.3025,전라북도,익산시,마동 297-4번지
02-872-7588,"서울특별시 관악구 관악로29길 3, 수안빌딩 1층 (봉천동)",로잔동물의료센터,196078.029,442691.1381,서울특별시,관악구,봉천동 40-29 수안빌딩 1층
02-888-8807,"서울특별시 관악구 신림로 233, 1층 (신림동)",서울종합동물병원,194203.9151,441673.9224,서울특별시,관악구,신림동 408-143번지 1층
537915945,대구광역시 수성구 달구벌대로 3014 (시지동),시지동물병원,352351.8979,261497.3385,대구광역시,수성구,시지동 462-121
063-855-5975,전라북도 익산시 선화로8길 3 (모현동1가),모현동물병원,194804.4427,271999.1446,전라북도,익산시,모현동1가 316-2
836-6222,"전라북도 익산시 금마면 금마길 60, 삼성동물병원",삼성동물병원,204698.6414,276821.9889,전라북도,익산시,금마면 동고도리 697-2번지 삼성동물병원
861-0546,전라북도 익산시 함열읍 함열로 78-1,서울동물병원,196099.1768,286698.3808,전라북도,익산시,함열읍 와리 545-240번지
841-0711,전라북도 익산시 인북로 139 (창인동1가),대학동물병원,195779.4067,271250.3589,전라북도,익산시,창인동1가 229-3 4통1반
291-5214,전라북도 익산시 왕궁면 금오길 4,왕궁동물병원,207024.9799,270459.2169,전라북도,익산시,왕궁면 구덕리 522-10번지
855-0124,"전라북도 익산시 무왕로 1034, 1층 1/2호 (영등동)",고려동물병원,197369.8028,273091.9722,전라북도,익산시,영등동 747-3
856-4942,전라북도 익산시 황등면 황등7길 17,김동물병원,194930.1338,278364.2632,전라북도,익산시,황등면 황등리 920-9번지 4통
063-862-5557,전라북도 익산시 함라면 용산로 497,익산군산축협동물병원,192238.2421,284021.3482,전라북도,익산시,함라면 함열리 209-1번지
031-771-7599,"경기도 양평군 양평읍 중앙로 93, 101,102호",토마스동물병원,244102.628,443704.25,경기도,양평군,양평읍 공흥리 585
031-847-7720,"경기도 양주시 고읍로 166, 1,2층 전부호 (만송동)",로뎀나무 동물의료센터,207639.6058,476536.2523,경기도,양주시,만송동 343-2
231-0119,"인천광역시 남동구 호구포로 818, 116,117호 (구월동)",바나나동물병원,175127.3114,439299.8294,인천광역시,남동구,구월동 1264번지
02-6953-7515,"경기도 고양시 덕양구 향기로 56, 스카이타워 1층 101호 (향동동)",더바름동물병원,190408.5962,454741.9862,경기도,고양시,덕양구 향동동 563번지
053-982-0275,"대구광역시 동구 팔공로51길 3, 이시아시티빌딩 205호 (봉무동)",수호동물병원,347996.7264,270411.6872,대구광역시,동구,봉무동 1539-3번지 이시아시티빌딩 205호
070-4647-4849,"제주특별자치도 서귀포시 대정읍 글로벌에듀로 370, 이노에듀파크 117,118호",정직한 동물병원,132689.4904,-23692.02957,제주특별자치도,서귀포시,대정읍 보성리 2477
051-818-5975,"부산광역시 부산진구 서전로 25, 이오스프라자 201호 (전포동)",서면Q 외과 동물병원,387863.7161,186257.5075,부산광역시,부산진구,전포동 667-16번지 이오스프라자
02-6949-0413,"서울특별시 양천구 목동중앙로 89, 1층 (목동)",봄날동물병원,188605.7627,448342.9432,서울특별시,양천구,목동 753-12
031-523-3256,"경기도 남양주시 두물로11번길 42, e드림타워 2층 (별내동)",24시 위드힐동물메디컬센터,210965.6972,461767.4776,경기도,남양주시,별내동 931 e드림타워
515142470,"부산광역시 동래구 중앙대로1381번길 43, 2층 (온천동)",린동물병원,388925.1298,192172.8389,부산광역시,동래구,온천동 777-49번지
051-342-5999,"부산광역시 북구 만덕3로 55-1, 2층 (만덕동)",베이직 동물병원,384754.3119,192101.4961,부산광역시,북구,만덕동 918-13번지
02-335-3333,"서울특별시 강남구 학동로81길 9, 103호 (청담동)",우리동생 동물병원,204393.9045,446390.5678,서울특별시,강남구,청담동 76-12 103호
031-362-5475,"경기도 안산시 단원구 초지로 114, 주공프라자 111,112호 (초지동)",세온동물병원,183555.4379,422997.9806,경기도,안산시,단원구 초지동 726-5 주공프라자
041-909-4141,"충청남도 천안시 서북구 불당23로 73-30, 불당아리스타팰리스 1동 124~127호 (불당동)",아리스타동물의료센터,209778.4546,368742.6016,충청남도,천안시,서북구 불당동 1483 불당아리스타팰리스 1동
051-742-7585,"부산광역시 해운대구 마린시티3로 37, 한일오르듀 207호 (우동)",마린숲 동물병원,395534.3219,186145.1302,부산광역시,해운대구,우동 1435-3 한일오르듀
325680022,"인천광역시 서구 푸른로7번길 2, 청라호수동물메디컬센터 (청라동)",청라호수동물메디컬센터,167237.3161,447019.8432,인천광역시,서구,청라동 105-62
426238461,대전광역시 동구 계족로 510 (용전동),더원동물메디컬센터,238808.7508,317465.3316,대전광역시,동구,용전동 43-1
02-545-8952,"서울특별시 강남구 강남대로122길 47, 보령빌딩 1층 104호 (논현동)",커비동물병원,202289.6305,445195.0112,서울특별시,강남구,논현동 159-23 보령빌딩 104호
02-2235-1533,"서울특별시 강서구 강서로62길 10, 한울빌딩 1층 (등촌동)",차지우동물병원,185831.959,451192.0936,서울특별시,강서구,등촌동 680 한울빌딩
061-727-0750,"전라남도 순천시 연향3로 27, 서원문고 1층 101호 (연향동)",그레이스 동물병원,247339.0321,161486.3682,전라남도,순천시,연향동 1343-3 서원문고
061-725-7542,"전라남도 순천시 해룡면 향매로 115, 1층",더키움 동물병원,250360.02,159508.41,전라남도,순천시,해룡면 신대리 1988-3번지
055-530-7425,"경상남도 창녕군 장마면 신구윗담길 180, 따오기 구조치료센터",우포 따오기 구조 치료센터,332398.7917,221359.9819,경상남도,창녕군,장마면 신구리 125 따오기 구조치료센터
031-759-0242,"경기도 성남시 중원구 광명로 89, 성남 센트럴 푸르지오 시티 1층 134,135호 (성남동)",성남다온동물병원,212188.9,437031.101,경기도,성남시,중원구 성남동 1404번지 성남 센트럴 푸르지오 시티
053-719-0205,대구광역시 달서구 구마로 243 (성당동),이서동물병원,340368.6047,260813.7846,대구광역시,달서구,성당동 263-4
031-757-2475,"경기도 성남시 수정구 수정로 130, 창도빌딩 2층 (수진동)",미래동물의료센터 성남점,211864.6886,437706.6279,경기도,성남시,수정구 수진동 28-1 창도빌딩
031-998-6473,"경기도 김포시 김포한강8로194번길 8-6, 1층 (마산동)",미드미동물병원,168546.0106,459707.2079,경기도,김포시,마산동 647-3
02-393-7577,"서울특별시 서대문구 신촌로 209, 1,2층 (북아현동)",링크동물의료센터,195447.8142,450549.7378,서울특별시,서대문구,북아현동 251-40
02-2672-7582,"서울특별시 구로구 신도림로 7, 1층 110호 (신도림동)",구로다나은동물병원,189067.276,444891.6056,서울특별시,구로구,신도림동 400-1 110호
02-2607-7582,"서울특별시 양천구 신월로 124, 1층 (신월동)",신월동물병원,185586.4456,446018.0632,서울특별시,양천구,신월동 1002-3
325727475,인천광역시 서구 가정로 295 (석남동),진현우동물병원,170967.1622,445512.8214,인천광역시,서구,석남동 454-3번지
062-228-1083,"광주광역시 서구 상무대로 687-1, 1,2층 (마륵동)",광주축산농협 동물병원,185314.665,182623.3918,광주광역시,서구,"마륵동 172-59번지 1,2층"
054-680-7451,"경상북도 영양군 영양읍 고월길 23, 국립멸종위기종복원센터",국립생태원 멸종위기종복원센터 동물병원,392603.0437,351799.2875,경상북도,영양군,영양읍 대천리 360 국립멸종위기종복원센터
313654542,"경기도 안산시 상록구 해양4로 31, P동 208.209.210.211.호 (사동, 그랑시티자이)",톰과 제니 동물메디컬센터,184876.5182,420089.9788,경기도,안산시,상록구 사동 1639-7 그랑시티자이
29117582,"서울특별시 성북구 한천로 713, 515동 상가 206,207호 (장위동, 래미안장위퍼스트하이)",퍼스트동물병원,204479.7692,457527.0659,서울특별시,성북구,장위동 173-114 래미안장위퍼스트하이
28567582,"서울특별시 구로구 경인로 403, 원메디타운 2층 201호 (고척동)",고척원동물의료센터,187923.2757,443993.6703,서울특별시,구로구,고척동 76-38번지 원메디타운 201호
041-543-7009,"충청남도 아산시 배방읍 용연로 87, 101호",언제나동물병원,208059.9318,365305.1287,충청남도,아산시,배방읍 장재리 1517번지 101호
051-711-5999,"부산광역시 해운대구 선수촌로 78, 다솜빌딩 2층 (반여동)",오션동물메디컬센터,392947.5294,191104.6491,부산광역시,해운대구,반여동 1441-85 다솜빌딩
02-872-7582,"서울특별시 관악구 쑥고개로 57-1, 1층 (봉천동)",비바동물병원,194881.5514,441956.7778,서울특별시,관악구,봉천동 1563-6
02-6953-7512,"서울특별시 강동구 상일로 153, 1층 (고덕동)",가온동물병원,214989.297,450945.4079,서울특별시,강동구,고덕동 172-9
031-360-7588,경기도 의왕시 부곡중앙로 3-3 (삼동),라포레동물메디컬센터,195446.3512,424354.7729,경기도,의왕시,삼동 471-39
02-6275-0075,"경기도 광명시 신기로 21, GS steel Tower 206호 (일직동)",메디힐동물병원,189636.8295,435346.5131,경기도,광명시,일직동 511-5 GS steel Tower
031-778-7512,"경기도 시흥시 장현능곡로 178, 능곡타운 2층 204호 (능곡동)",바른마음동물병원,183094.3155,429741.2252,경기도,시흥시,능곡동 719 능곡타운
517157979,부산광역시 사상구 가야대로 325 (주례동),가나다 동물병원,382913.5352,185404.72,부산광역시,사상구,주례동 191-17번지
24697975,"서울특별시 성동구 왕십리로 104, 영화빌딩 2층 (성수동1가)",오늘동물병원,203895.4488,449401.2899,서울특별시,성동구,성수동1가 656-968번지 영화빌딩 2층
533831199,대구광역시 북구 복현로 127 (복현동),비타민동물병원,346025.98,267937.0152,대구광역시,북구,복현동 73
053-943-8275,"대구광역시 동구 아양로 81, 201호 (신암동)",명진동물병원,346475.5807,266000.3908,대구광역시,동구,신암동 576-20번지 201호
02-733-6030,"서울특별시 종로구 자하문로 95, 신교빌딩 1층 (신교동)",선동물병원,197278.8919,453572.3556,서울특별시,종로구,신교동 70-10번지
02-2636-7645,"서울특별시 구로구 경인로 472, 서울반려동물교육센터 (구로동)",서울동물복지지원센터 동물병원(구로),188524.1516,443977.1715,서울특별시,구로구,구로동 631-23 서울반려동물교육센터
02-384-3100,"서울특별시 은평구 진관3로 37, 은평구 뉴타운2지구 에코테라스 102호 (진관동)",피움동물병원,192800.9022,459540.5934,서울특별시,은평구,진관동 67-1번지 은평구 뉴타운2지구 에코테라스 102호
325658270,"인천광역시 서구 청라커낼로260번길 27, 청라한신더휴커낼웨이 2층 236~239호 (청라동)",24시 더블유 동물의료센터,168769.9608,447843.9148,인천광역시,서구,청라동 157-21 청라한신더휴커낼웨이
043-648-0750,"충청북도 제천시 의림대로 285, 2층 (청전동)",나라동물병원,307727.7838,406321.8309,충청북도,제천시,청전동 13-8
042-710-7975,"대전광역시 유성구 엑스포로446번길 42, 101호 (문지동)",아이케어 동물병원,236469.2713,321763.006,대전광역시,유성구,문지동 637-2
032-566-7589,"인천광역시 서구 염곡로464번길 15, 쓰리엠타워 2층 201,202호 (가정동)",가온동물의료센터,170839.8972,447179.68,인천광역시,서구,가정동 619-7
055-333-9107,경상남도 김해시 율하3로 77(율하동),율하시티동물병원,365365.0044,187662.6401,경상남도,김해시,율하동 1331-2 101호
02-952-9111,"서울특별시 노원구 동일로 1636, 1층 (상계동)",나우동물의료센터,204836.9159,463557.063,서울특별시,노원구,상계동 1025-31 1층
062-973-1255,"광주광역시 광산구 첨단중앙로 170, 1층 (쌍암동)",이솝동물병원,185553.7322,191253.5979,광주광역시,광산구,쌍암동 655-2
032-435-6333,"인천광역시 미추홀구 경원대로 890, 101,111호 (주안동, 보미 리즌빌)",24시퍼스트동물의료센터,172527.5,440045.0651,인천광역시,미추홀구,주안동 929-16 보미 리즌빌
438337588,충청북도 괴산군 청천면 청천3길 7,마루동물병원,265845.8348,351168.9372,충청북도,괴산군,청천면 청천리 65-3
02-441-7585,"서울특별시 강동구 고덕로 399, 209호 (고덕동, 고덕센트럴푸르지오)",고덕 동물의료센터,214956.1313,450617.9236,서울특별시,강동구,고덕동 210-1 고덕센트럴푸르지오 209호
062-654-1275,"광주광역시 남구 회재로 1158, 오즈동물병원 1층 (주월동)",오즈동물병원,189748.5795,181304.1477,광주광역시,남구,주월동 536-24 오즈동물병원
055-715-7582,"경상남도 창원시 의창구 용동로 85, 한마음 빌딩 304호 (사림동)",탑 동물병원,354744.208,194567.6312,경상남도,창원시,의창구 사림동 165-14
053-657-0959,"대구광역시 남구 대명로 72, 더원빌딩 2층 (대명동)",박순석동물메디컬센터,341377.5822,261000.4047,대구광역시,남구,대명동 1057
02-2039-0303,"서울특별시 중구 왕십리로 407, 신당 파인힐 하나유보라 B1층 03,04,05호 (신당동, 신당 파인힐 하나유보라)",24시SD동물의료센터성동,202131.7471,451330.4829,서울특별시,중구,신당동 855 신당 파인힐 하나유보라
053-567-2475,"대구광역시 달서구 달구벌대로 1601, 1층 (감삼동)",대구24시라이프동물의료센터,339177.0268,262436.0269,대구광역시,달서구,감삼동 69-1
319708875,"경기도 고양시 덕양구 충장로 14, 글로리아프라자  2층 201호 (행신동)",아이편한 동물의료센터,185316.5624,456868.29,경기도,고양시,덕양구 행신동 762
064-749-0302,제주특별자치도 제주시 조공포길 27(외도일동),마음동물병원,147361.9526,-587.1756968,제주특별자치도,제주시,외도일동 552-2
02)946-0011,"서울특별시 강북구 삼양로24길 19, 현대성우아파트 102동 1층 109호 (미아동, 현대성우아파트)",아이사랑동물병원 건강검진센터,201882.0268,457207.4598,서울특별시,강북구,미아동 561-2 현대성우아파트
032-515-3375,"인천광역시 부평구 체육관로 20, 유림프라자 201호 (삼산동)",삼산평생동물병원,176407.2124,445157.8691,인천광역시,부평구,삼산동 462-4 유림프라자 201호
031-523-2731,"경기도 남양주시 순화궁로 272, 동광 비즈타워 별내 415호 (별내동)",팝애니랩,211348.256,461027.6501,경기도,남양주시,별내동 974-1 동광 비즈타워 별내 415호
052-936-0075,울산광역시 남구 중앙로28번길 2(야음동),수정동물병원,410251.3404,227382.9986,울산광역시,남구,야음동 717-2
032-851-8119,"인천광역시 연수구 하모니로178번길 22, 220호 (송도동)",송도 클로버동물병원,168123.3749,431284.3849,인천광역시,연수구,송도동 10-7 220호
02-572-2772,"서울특별시 강남구 선릉로4길 13, 2층 (개포동)",디아동물병원,205433.0886,442288.8465,서울특별시,강남구,개포동 158-8
054-760-2885,"경상북도 경주시 천북면 천북로 8-4, 경주시 동물보호센터",경주시 동물사랑보호센터 동물병원,402054.2771,268149.9565,경상북도,경주시,천북면 신당리 915-21 경주시 동물보호센터
041-942-3118,"충청남도 청양군 정산면 서정2길 5, 축협정산지소",청양축협 동물병원,195388.1218,323497.6119,충청남도,청양군,정산면 서정리 99-22 축협정산지소
032-563-1900,"인천광역시 서구 청라라임로 102, 1층 (청라동)",라임동물병원,169303.485,448327.18,인천광역시,서구,청라동 127-2 1층
051-818-1101,부산광역시 부산진구 성지로 110-1(초읍동),풍경동물병원,386858.3424,188687.2409,부산광역시,부산진구,초읍동 203-17
032-710-3175,"인천광역시 연수구 아트센터대로 131, 커낼워크D2 SUMMER 211호 (송도동)",토비동물병원,167793.4482,433082.056,인천광역시,연수구,송도동 19-1 커낼워크D2 SUMMER 211호
031-8027-0975,"경기도 하남시 미사강변동로 100-1, 미사역 파라곤 스퀘어 2층 2002,2002-1,2003호 (망월동)",다나을동물병원,217057.1749,451355.8798,경기도,하남시,"망월동 1125 미사역 파라곤 스퀘어, 2002,2002-1,2003호"
031-881-2279,경기도 여주시 향교로 50(교동),허그미동물병원,255663.4733,420769.8964,경기도,여주시,교동 213-4
064-744-1128,제주특별자치도 제주시 월광로 32(노형동),노형 꿈 동물병원,150192.4108,-1230.959736,제주특별자치도,제주시,노형동 2924-2
316555946,"경기도 안성시 공도읍 서동대로 4486, 1층 1호",슬기로운동물병원,217772.3429,389702.0037,경기도,안성시,공도읍 양기리 298-8
02-2237-7582,"서울특별시 중구 다산로 32, 스포츠상가동 106-2호 (신당동, 남산타운)",힐스타운 동물병원,200750.4551,449638.8243,서울특별시,중구,신당동 844 남산타운
032-710-5956,"인천광역시 남동구 구월남로 174, 그랜드프라자 2층 204,205호 (구월동)",9월의 소원 동물병원,174188.4302,438998.3194,인천광역시,남동구,"구월동 1199-1 그랜드프라자 204,205호"
27925455,"서울특별시 용산구 이촌로 248, 31동 105-2호 (이촌동, 한강맨션)",이상윤동물병원,197722.571,446344.5912,서울특별시,용산구,이촌동 300-23 한강맨션
031-657-7778,"경기도 안성시 공도읍 공도로 116-16, 101호",한마음동물의료원,215339.6316,388643.6561,경기도,안성시,공도읍 승두리 60-10 101호
031-911-7577,"경기도 고양시 일산서구 중앙로 1547, KINTEX ZONE 203,204호 (대화동)",정창수외과동물병원,177837.4718,463631.4245,경기도,고양시,일산서구 대화동 2239 KINTEX ZONE
031-970-7765,경기도 고양시 덕양구 토당로 4(토당동),탑동물병원,184411.9135,457246.3362,경기도,고양시,덕양구 토당동 870-5
054-612-2475,경상북도 포항시 남구 효성로93번길 4(효자동),24시 포항 이음동물의료센터,411285.9957,280970.9404,경상북도,포항시,남구 효자동 587
02-2650-8275,"서울특별시 양천구 목동서로 349, 센트럴프라자 203호 (신정동)",공원옆동물의료센터,188039.5434,446149.1972,서울특별시,양천구,신정동 321-6 센트럴프라자 203호
051-515-3179,"부산광역시 금정구 식물원로 38, 1층 (장전동)",금빛동물병원,389697.6318,193741.7614,부산광역시,금정구,장전동 615-6
031-8030-4462,경기도 여주시 명품1로 1-2(상거동),경기도 반려동물 테마파크 동물병원,254294.9868,415177.5125,경기도,여주시,상거동 380-4
062-262-5535,"광주광역시 북구 동문대로 79, 1층 (우산동)",말바우동물병원,192872.0971,185795.7061,광주광역시,북구,우산동 232-10 1층
031-353-7522,"경기도 화성시 향남읍 발안양감로 187, 1동 205호",조이앤동물병원,192012.6582,401627.8763,경기도,화성시,향남읍 하길리 1465-2 1동 205호
031-662-9990,"경기도 평택시 고덕갈평5길 32, 그랜드메디컬타워 3층 311~314호 (고덕동)",괜찮아동물병원,204145.4193,394985.0505,경기도,평택시,고덕동 1886-1 그랜드메디컬타워
031-378-7599,"경기도 화성시 동탄신리천로 406, 리더스퀘어 102, 103호 (목동)",해나동물병원,210823.9329,408951.1585,경기도,화성시,목동 496-2 102호
321-7579,대구광역시 북구 학정로 500-1(학정동),칠곡온동물의료센터,341146.9128,273245.4169,대구광역시,북구,학정동 942-7
319427524,"경기도 파주시 심학산로423번길 7-21, 광성빌딩 (목동동)",운정튼튼동물병원,176767.9384,468515.1928,경기도,파주시,목동동 1136
534242455,대구광역시 북구 중앙대로 526(칠성동2가),플러스동물의료센터,344112.7956,265558.3534,대구광역시,북구,칠성동2가 371-2
043-742-8706,"충청북도 영동군 영동읍 동정로 64, 1층",바른동물병원,270851.4537,297332.131,충청북도,영동군,영동읍 동정리 80-2
