id,phone_number,street_address,hospital_name,longitude,latitude,province,city,detailcity
375,054-432-2292,경상북도 김천시 양금로 249 (황금동),가람가축병원,301117,291238,경상북도,김천시,황금동 17-12번지
376,054-434-6961,경상북도 김천시 자산로 104 (성내동),두산동물병원,300835,291708,경상북도,김천시,성내동 181-6번지
377,054-434-6455,경상북도 김천시 김천로 65 (평화동),삼양가축병원,299881,292315,경상북도,김천시,평화동 245-12번지
378,054-439-0118,경상북도 김천시 구름다리2길 33 (평화동),우정 팜 크리닉,300533,292288,경상북도,김천시,평화동
379,054-430-8275,경상북도 김천시 김천로 188 (남산동),가야동물병원,300848,291565,경상북도,김천시,남산동 12-3번지
380,054-435-8575,경상북도 김천시 부곡맛고을1길 87 (부곡동),지수동물병원,298375,292074,경상북도,김천시,부곡동 1504
381,054-435-7533,경상북도 김천시 양금로 231-1 (황금동),녹십자동물병원,301100,291071,경상북도,김천시,황금동 102-1번지
382,054-433-3130,경상북도 김천시 공단1길 164 (대광동),금오산낙농축협동물병원,302246,294871,경상북도,김천시,대광동 1088번지
383,054-433-7582,경상북도 김천시 자산로 184 (성내동),미래동물병원,300596,292365,경상북도,김천시,성내동 10-23번지
384,054-436-7577,"경상북도 김천시 시청로 95, 휴먼시아A동 상가2층 (신음동, 대신휴먼시아)",김천연합동물병원,300374,293506,경상북도,김천시,신음동 1313번지 대신휴먼시아
385,853-8008,경상북도 안동시 제비원로 118 (옥야동),서울종합동물병원,354002,341562,경상북도,안동시,옥야동 340-49번지
386,841-0025,"경상북도 안동시 제비원로 113-16, 333동 120호 (당북동)",보경종합동물병원,353940,341550,경상북도,안동시,당북동 333-120번지
387,852-7582,경상북도 안동시 옥동1길 2 (옥동),안동제1 동물병원,352071,341053,경상북도,안동시,옥동 796-1번지
388,054-858-2233,"경상북도 안동시 옥서1길 70, 104동 703호 (옥동, 호반 베르디움)",대구가축병원,351528,341468,경상북도,안동시,옥동 920-4번지 104동 703호
389,054-853-6676,경상북도 안동시 제비원로 135 (당북동),연합가축병원,353947,341726,경상북도,안동시,당북동 311-7번지
390,054-853-6675,경상북도 안동시 제비원로 109 (당북동),황동물병원,353952,341478,경상북도,안동시,당북동 333-93번지
391,855-7100,경상북도 안동시 제비원로 289-1 (안기동),보우종합동물병원,353637,343173,경상북도,안동시,안기동 235-17번지
392,858-8530,"경상북도 안동시 제비원로 152, 안동봉화축협 (광석동)",안동봉화축협동물병원,354009,341898,경상북도,안동시,광석동 20-4번지 안동봉화축협
393,054-858-8575,경상북도 안동시 경북대로 555 (송현동),영민동물병원,351879,343233,경상북도,안동시,송현동 419-1번지
394,054-858-7553,경상북도 안동시 퇴계로 127 (명륜동),신세계동물병원,354883,342247,경상북도,안동시,명륜동 328-4번지
395,032-815-7582,"인천광역시 연수구 센트럴로 194, C동 128호 (송도동, 더샵센트럴파크2차상가)",Central 동물병원,168142,432552,인천광역시,연수구,송도동 23-4번지 더샵센트럴파크2차상가 C동 128호
396,564-2214,전라북도 고창군 고창읍 성산5길 9,연합,172689,215203,전라북도,고창군,고창읍 읍내리 212-19번지
397,564-8987,전라북도 고창군 대산면 사거1길 77,대산,163153,204751,전라북도,고창군,대산면 매산리 244-19
398,564-1629,전라북도 고창군 고창읍 중앙로 321,한국,173660,215095,전라북도,고창군,고창읍 교촌리 501번지
399,563-4245,전라북도 고창군 고창읍 고인돌대로 1775,고창중앙 동물병원,171979,215476,전라북도,고창군,고창읍 읍내리 964-1번지
400,561-0561,전라북도 고창군 고창읍 동리로 137,고창,173349,214845,전라북도,고창군,고창읍 읍내리 169번지
401,561-2480,전라북도 고창군 흥덕면 부안로 423,고창부안축협동물병원,172348,228603,전라북도,고창군,흥덕면 신덕리 35-6번지
402,063-562-9154,전라북도 고창군 고창읍 성산8길 39-10,더나은동물병원,172644,215423,전라북도,고창군,고창읍 교촌리 233-11번지
403,063-261-3125,전라북도 완주군 봉동읍 봉동로 133,박동물병원,215099,270757,전라북도,완주군,봉동읍 장기리 225번지
404,063-229-6649,전라북도 완주군 이서면 콩쥐팥쥐로 1047,광희동물병원,201236,257862,전라북도,완주군,이서면 이문리 711-3번지
405,063-228-7221,전라북도 완주군 이서면 이서로 42,이서동물병원,201860,257750,전라북도,완주군,이서면 상개리 590
406,904-2345,"경기도 고양시 일산서구 중앙로 1443, 가람상가 208호 (주엽동)",반딧불 동물병원,178734,463140,경기도,고양시,일산서구 주엽동 110-2번지 가람상가 208호
407,041-549-2222,"충청남도 아산시 번영로 83, 명종합동물병원 (온천동)",명동물병원,199924,365060,충청남도,아산시,온천동 1353 명종합동물병원
408,416310970,충청남도 홍성군 홍성읍 충서로 1222-5,임만수 동물병원,169219,342745,충청남도,홍성군,홍성읍 남장리 214-14번지
409,416333715,"충청남도 홍성군 홍성읍 조양로 203, 1, 2층",대산 동물병원,170615,344414,충청남도,홍성군,홍성읍 고암리 948
410,534-7582,충청남도 아산시 온천대로 1525 (온천동),가나동물병원,200583,364396,충청남도,아산시,온천동 80-5번지
411,041-544-7744,충청남도 아산시 염치읍 충무로 471-30,아산축산업협동조합(동물병원),200565,368748,충청남도,아산시,염치읍 방현리 296-1번지
412,041-533-3548,충청남도 아산시 둔포면 둔포로 33,중부벳동물병원,203370,380672,충청남도,아산시,둔포면 둔포리 396-1번지
413,401-0275,"경기도 안산시 단원구 초지2로 67, 한미타워 110호 (초지동)",닥터K동물병원,183620,422745,경기도,안산시,단원구 초지동 734-6번지 한미타워 110호
414,549-2222,충청남도 아산시 둔포면 둔포면로  12-8,이동물병원,203269,380692,충청남도,아산시,둔포면 둔포리 414-14번지 414-14
415,545-6796,충청남도 아산시 청운로 159 (권곡동),김광수동물병원,200727,365202,충청남도,아산시,권곡동 537-10번지
416,544-8556,충청남도 아산시 번영로216번길 36 (모종동),정강동물병원,201130,364440,충청남도,아산시,모종동 580-3번지
417,041-541-1222,충청남도 아산시 번영로 133 (온천동),온양동물병원,200429,364989,충청남도,아산시,온천동 1791번지
418,041-541-0275,충청남도 아산시 배방읍 북수서로 32,배방동물병원,206161,363542,충청남도,아산시,배방읍 북수리 1213번지
419,041-547-0275,충청남도 아산시 중앙로 10 (용화동),주앤동물병원,200148,363839,충청남도,아산시,용화동 575번지
420,415453334,충청남도 아산시 시민로 467-41 (온천동),충무가축병원,199657,365373,충청남도,아산시,온천동 1437번지
421,070-4256-8656,충청남도 홍성군 홍성읍 문화로57번길 19,(주)돼지와건강,169350,343731,충청남도,홍성군,홍성읍 옥암리 8-5
422,9530460,"충청남도 서천군 서천읍 서천로14번길 25, 서천가축병원",서천가축병원,172653,286234,충청남도,서천군,서천읍 군사리 179-22번지 서천가축병원
423,041-951-1616,충청남도 서천군 한산면 한마로 65,최가축병원,182190,287310,충청남도,서천군,한산면 지현리 243-2번지
424,041-950-5875,충청남도 서천군 마서면 금강로 1210,국립생태원동물병원,175045,281026,충청남도,서천군,마서면 송내리 755
425,835-2198,충청남도 부여군 부여읍 성왕로 202,금강동물병원,191853,309094,충청남도,부여군,부여읍 구아리 141-3번지 3통
426,835-3760,충청남도 부여군 부여읍 성왕로 182,백동물병원,191723,308923,충청남도,부여군,부여읍 구아리 407-2번지 3통
427,041-832-8321,충청남도 부여군 부여읍 부장대로 4,한라동물병원,191454,308409,충청남도,부여군,부여읍 동남리 546-6번지
428,041-833-8275,충청남도 부여군 부여읍 성왕로 190-1,남부여동물병원,191779,308992,충청남도,부여군,부여읍 구아리 391
429,041-833-2211,충청남도 부여군 임천면 성흥로 103,임천동물병원,190276,298755,충청남도,부여군,임천면 군사리 98번지
430,070-8826-5882,충청남도 부여군 규암면 계백로 76,심동물병원,189884,308336,충청남도,부여군,규암면 규암리 117-5번지 금강타운 102호
431,754-3058,충청남도 금산군 금산읍 인삼로 89 (노아동물병원),노아동물병원,244192,289268,충청남도,금산군,금산읍 중도리 337-3번지 6통5반
432,753-8128,충청남도 금산군 금산읍 오리정1길 45,우신동물병원,243874,289491,충청남도,금산군,금산읍 상리 176-25번지 19통4반
433,751-8880,충청남도 금산군 금산읍 금산로 1444,가믄장 동물병원,243924,289237,충청남도,금산군,금산읍 상리 127-4번지
434,357-0038,충청남도 당진시 무수동로 109 (읍내동),푸른가축병원,167555,376598,충청남도,당진시,읍내동 1252-1
435,041-363-6288,"충청남도 당진시 신평면 덕평로 1273, 1층 104호",종합동물병원,178041,374200,충청남도,당진시,신평면 상오리 418-9
436,350-8700,충청남도 당진시 합덕읍 남부로 1377,당진낙협동물병원,176000,369883,충청남도,당진시,합덕읍 소소리 513-20
437,363-2550,충청남도 당진시 신평면 거산3거리길 4 (거산동물병원),거산동물병원,177887,375261,충청남도,당진시,신평면 거산리 161-4번지 거산동물병원
438,352-6141,충청남도 당진시 무수동로 36 (대덕동),당진종합 동물병원,167603,376227,충청남도,당진시,대덕동 1652
439,352-8575,"충청남도 당진시 당진중앙1로 227, 상록서점 (읍내동)",행담 동물병원,167406,377487,충청남도,당진시,읍내동 300-7 상록서점
440,041-350-5568,"충청남도 당진시 무수동7길 42, 축협배합사료공장 (읍내동)",당진축협동물병원,167974,376470,충청남도,당진시,읍내동 산 66-2
441,356-8575,충청남도 당진시 우두로1길 2 (우두동),현대동물병원,167178,377778,충청남도,당진시,우두동 1436번지
442,041-352-7588,"충청남도 당진시 당진중앙2로 447 (수청동, 로뎀타워 104동)",센트럴동물병원,168469,377749,충청남도,당진시,수청동 999번지 로뎀타워 104동
443,357-1445,"충청남도 당진시 대덕1로 125-84 (대덕동, 카이저)",제일팜산업동물병원,168423,375950,충청남도,당진시,대덕동 1841번지
444,363-0600,충청남도 당진시 합덕읍 남부로 1409,우리동물병원,176124,369540,충청남도,당진시,합덕읍 소소리 465-1
445,634-1335,충청남도 홍성군 홍성읍 조양로 196,세종동물병원,170513,344397,충청남도,홍성군,홍성읍 고암리 548-4번지
446,632-4495,충청남도 홍성군 홍성읍 의사로64번길 32,홍성낙협동물병원,170553,344497,충청남도,홍성군,홍성읍 대교리 91-10번지
447,667-6171,충청남도 서산시 부춘1로 47 (읍내동),홍성낙협서산지점,150418,365088,충청남도,서산시,읍내동 587-3
448,665-7588,충청남도 서산시 율지6로 42 (동문동),한서동물의료센터,151993,364320,충청남도,서산시,동문동 225-1
449,041-667-5525,충청남도 서산시 예천9로 5-1(예천동),서산동물병원,150980,362958,충청남도,서산시,예천동 1643
450,853-6005,충청남도 공주시 우성면 동대리길 78,우성농협,204599,329831,충청남도,공주시,우성면 동대리 145-6 145-6
451,935-1455,충청남도 보령시 천북면 홍보로 417-1,충남동물병원,157371,330505,충청남도,보령시,천북면 하만리 628-4
452,936-7582,충청남도 보령시 번영로 30 (대천동),제일동물병원,163378,316803,충청남도,보령시,대천동 435-20번지
453,041-853-1474,충청남도 공주시 웅진로 235 (금성동),중앙동물병원,211036,328883,충청남도,공주시,금성동 19-29번지
454,041-856-8082,충청남도 공주시 관골1길 63 (신관동),금비동물병원,212066,330327,충청남도,공주시,신관동 256-6
455,041-661-4681,"충청남도 서산시 운산면 해운로 666, 농협중앙회가축개량사업소별관",농협 한우개량사업소 가축병원,161061,362859,충청남도,서산시,운산면 용현리 982 농협중앙회가축개량사업소별관
456,042-841-7533,충청남도 계룡시 엄사면 전원로 8-1,신도안동물병원,221635,310001,충청남도,계룡시,엄사면 엄사리 168-8
457,642-2003,충청남도 홍성군 광천읍 광천로 295,임창일동물병원,166399,333344,충청남도,홍성군,광천읍 광천리 237-36번지
458,632-7775,충청남도 홍성군 홍성읍 조양로 141,충남동물병원,170014,344578,충청남도,홍성군,홍성읍 오관리 285번지
459,934-0013,충청남도 보령시 한내로 21 (동대동),보령동물병원,164596,316375,충청남도,보령시,동대동 1701번지
460,641-9332,충청남도 보령시 천북면 하궁길 13,홍성낙농협동조합 천북동물병원,157596,331234,충청남도,보령시,천북면 하만리 271-2번지
461,041-934-0279,충청남도 보령시 동현로 12 (동대동),훈 동물병원,164817,316826,충청남도,보령시,동대동 1354
462,734-8276,충청남도 논산시 계백로 1006-3 (취암동),캐비어동물병원,207916,300312,충청남도,논산시,취암동 1040-16번지
463,736-8875,충청남도 논산시 중앙로398번길 2 (취암동),호크종합동물병원,207977,299909,충청남도,논산시,취암동 1051-1번지
464,041-734-7511,충청남도 논산시 시민로 417 (취암동),데일리동물병원,207688,300104,충청남도,논산시,취암동 581-7번지
465,563-0075,"충청남도 천안시 서북구 성정두정로 1, 2층 (성정동, 롯데마트)",펫가든동물병원,212479,369462,충청남도,천안시,서북구 성정동 1485번지 롯데마트 2층
466,576-7552,"충청남도 천안시 서북구 쌍용대로 43 (쌍용동, 진주빌딩)",굿모닝24시동물병원,211650,366662,충청남도,천안시,서북구 쌍용동 1176-1
467,555-7008,충청남도 천안시 동남구 병천면 아우내순대길 16,병천동물병원,226508,362015,충청남도,천안시,동남구 병천면 병천리 230-1번지 1통
468,332-8275,충청남도 예산군 예산읍 역전로 70,한일동물병원,184697,353819,충청남도,예산군,예산읍 주교리 225-9번지
469,631-5735,충청남도 홍성군 홍성읍 의사로36번길 51,한길동물병원,170966,344620,충청남도,홍성군,홍성읍 대교리 731번지
470,634-8767,"충청남도 홍성군 홍성읍 법원1길 12, 203호",신베트,168762,344392,충청남도,홍성군,홍성읍 월산리 859-8번지 203호
471,633-4287,"충청남도 홍성군 홍북읍 충남대로 140, SFC타워 4층 404호",피그월드 동물병원,171876,350590,충청남도,홍성군,홍북읍 신경리 942 SFC타워
472,631-7582,충청남도 홍성군 홍성읍 조양로 190,강남동물병원,170452,344409,충청남도,홍성군,홍성읍 고암리 536-1번지
473,041-633-4200,충청남도 홍성군 홍성읍 조양로151번길 25,강영석동물병원,170123,344661,충청남도,홍성군,홍성읍 오관리 297-29번지
474,555-1075,충청남도 천안시 서북구 성정중4길 3 (성정동),페트로 동물병원,211840,369598,충청남도,천안시,서북구 성정동 1230번지
475,735-3113,충청남도 논산시 중앙로 504 (대교동),논산동물병원,207359,300776,충청남도,논산시,대교동 112-1번지 2통
476,735-3490,충청남도 논산시 중앙로480번길 42 (반월동),중앙동물병원,207846,300617,충청남도,논산시,반월동 41-8번지 1통
477,745-4376,충청남도 논산시 강경읍 옥녀봉로19번길 38-1,서동물병원,201256,295365,충청남도,논산시,강경읍 염천리 81번지
478,"742-4287,8",충청남도 논산시 연무읍 안심로127번길 11-2,가나동물병원,208847,292245,충청남도,논산시,연무읍 안심리 1-155번지
479,041-730-2200,충청남도 논산시 시민로194번길 1 (내동),논산계룡축협 동물병원,208827,298264,충청남도,논산시,내동 931
480,733-4290,충청남도 논산시 관촉로 288 (취암동),유명동물병원,208089,300431,충청남도,논산시,취암동 1039-11번지
481,567-7577,"충청남도 천안시 서북구 두정로 114, 102호 (두정동, 두정빌딩)",한빛동물병원,211473,370261,충청남도,천안시,서북구 두정동 544번지 두정빌딩 102호
482,523-7975,"충청남도 천안시 서북구 불당26로 144, 상가1동 203호 (불당동, 천안불당파크푸르지오1단지)",닥터 전 동물병원,209611,368848,충청남도,천안시,서북구 불당동 1492 천안불당파크푸르지오1단지
483,673-1523,충청남도 태안군 안면읍 구억말길 18-21,현대 동물 병원,141486,335423,충청남도,태안군,안면읍 승언리 1223번지
484,672-0679,충청남도 태안군 태안읍 환동로 72-2,선 동물 병원,136920,361575,충청남도,태안군,태안읍 남문리 462-6번지
485,041-675-8275,충청남도 태안군 태안읍 후곡로 111 (진경빌딩 1층),태안 동물병원,137726,360809,충청남도,태안군,태안읍 남문리 713-1
486,041-672-0346,충청남도 태안군 태안읍 중앙로 31-2,최기중 동물병원,136841,361848,충청남도,태안군,태안읍 남문리 504-8
487,041-675-3378,충청남도 태안군 태안읍 동백로 206,이창석 동물병원,136860,361434,충청남도,태안군,태안읍 남문리 636-2번지
488,041-675-4675,"충청남도 태안군 태안읍 중앙로 144, 1층 (동안아파트)",라온 반려 동물병원,137775,361218,충청남도,태안군,태안읍 동문리 342-3번지
489,041-554-0075,"충청남도 천안시 서북구 한들2로 8, 1층 101호 (백석동, 정석프라자빌딩)",다함동물병원,210537,369136,충청남도,천안시,서북구 백석동 150-2번지
490,567-7552,충청남도 천안시 서북구 삼성대로 20 (백석동),웰니스동물병원,210827,370796,충청남도,천안시,서북구 백석동 1047
491,041-523-0079,"충청남도 천안시 서북구 검은들3길 48 (불당동, 현대프라자)",불당동물병원,209638,367643,충청남도,천안시,서북구 불당동 728
492,041-555-2575,"충청남도 천안시 서북구 동서대로 7, 2층 (백석동, 이현빌딩)",나우동물의료센터,211029,369209,충청남도,천안시,서북구 백석동 9-3
493,041-554-7700,"충청남도 천안시 서북구 불당34길 26, 1층 9,10,11호 (불당동)",천안모아동물병원,209445,367329,충청남도,천안시,서북구 불당동 1817
494,041-557-7553,"충청남도 천안시 서북구 불당25로 192, 124호 (불당동, 골든주차타워)",정다운동물병원,209653,368548,충청남도,천안시,서북구 불당동 1487번지
495,041-549-7582,"충청남도 천안시 서북구 공원로 120, 천안불당2차 중흥s클레스 프라디움레이크 상가3동 103,104호 (불당동)",제이동물병원,208821,365971,충청남도,천안시,서북구 불당동 1284번지 천안불당2차 중흥s클레스 프라디움레이크 성가3동 103호
496,041-561-8613,"충청남도 천안시 서북구 원두정8길 40, 도정빌딩 (두정동)",더펫동물병원,212202,370103,충청남도,천안시,서북구 두정동 864번지 도정빌딩
497,041-943-2326,충청남도 청양군 청양읍 칠갑산로 236-2,중앙동물병원,182229,327778,충청남도,청양군,청양읍 읍내리 202-13번지
498,041-942-9978,충청남도 청양군 정산면 칠갑산로 1912,정산가축병원,195450,323448,충청남도,청양군,정산면 서정리 156-37번지
499,041-943-8275,충청남도 청양군 청양읍 칠갑산로 256,종합동물병원,182424,327751,충청남도,청양군,청양읍 읍내리 164-2
500,041-942-7062,충청남도 청양군 청양읍 문화예술로 109,미래동물병원,181826,327590,충청남도,청양군,청양읍 읍내리 289-5번지
501,031-885-7475,경기도 여주시 청심로 17-7 (하동),나무동물병원,255104,422311,경기도,여주시,하동 430-5번지
502,031-429-7575,"경기도 안양시 동안구 흥안대로 110, 1층,지층 (호계동)",한빛동물병원,196114,429751,경기도,안양시,동안구 호계동 967-24
503,665-7763,경기도 평택시 청북읍 율북로 13,건국동물병원 (출장진료 전문),198358,394472,경기도,평택시,청북읍 어연리 108-1
504,031-611-5736,경기도 평택시 송탄로 202 (서정동),한호동물병원,205138,395581,경기도,평택시,서정동 908-2
505,665-0376,경기도 평택시 청북면 율북로 13,제갈동물병원 (출장진료 전문),198358,394472,경기도,평택시,청북면 어연리 108-1
506,031-668-9935,경기도 평택시 고덕면 동청1길 35,보람동물병원,200505,394812,경기도,평택시,고덕면 동청리 25-8
507,657-1062,경기도 평택시 평택로 80 (평택동),맥동물병원,207485,388053,경기도,평택시,평택동 71-6
508,655-1101,"경기도 평택시 평택로 17, 1층 104호 (평택동, 롯데인벤스 스카이)",이모란동물병원,207846,387444,경기도,평택시,평택동 316번지 롯데인벤스 스카이 104호
509,611-1766,경기도 평택시 지산로 34 (지산동),필립동물병원,205148,397470,경기도,평택시,지산동 777
510,654-2505,경기도 평택시 문화촌로11번길 51-11 (비전동),믿음동물병원(출장진료 전문),209986,388455,경기도,평택시,비전동 866-11
511,655-6941,경기도 평택시 평택로 69 (평택동),PET25시동물병원,207517,387939,경기도,평택시,평택동 59-39
512,031-374-4644,경기도 오산시 성호대로 36 (오산동),진선동물병원,205722,405255,경기도,오산시,오산동 609-55번지
513,031-377-7582,경기도 오산시 성호대로 108 (원동),오산동물병원,206439,405202,경기도,오산시,원동 754-3번지
514,031-374-1175,경기도 오산시 대원로 37-1 (원동),원 종합동물병원,206382,404972,경기도,오산시,원동 758-8번지
515,031-373-8486,"경기도 오산시 경기대로 174, 다모아프라자 101,102호 (원동)",우리동물병원,206487,404278,경기도,오산시,원동 372-1 다모아프라자
516,031-374-2579,"경기도 오산시 수청로 189, 웅신아트프라자 104,202호 (금암동)",미소 동물병원,204004,408332,경기도,오산시,금암동 516-6 웅신아트프라자
517,031-378-1514,"경기도 오산시 원동로 6, 파크스퀘어 105,106호 (원동)",저스트벳 동물병원,206118,404475,경기도,오산시,"원동 841번지 파크스퀘어 105,6호"
518,031-374-1275,"경기도 오산시 오산로 91-10 (갈곶동, 광성빌딩 101호)",참동물병원,206030,403734,경기도,오산시,갈곶동 659-1번지 광성빌딩 101호
519,655-4980,경기도 평택시 평택로 105 (통복동),종합동물병원,207286,388238,경기도,평택시,통복동 109-3번지
520,651-8272,경기도 평택시 평남로 655 (비전동),튼튼동물병원,209479,387880,경기도,평택시,비전동 191-2번지
521,031-652-8921,"경기도 평택시 중앙2로 79, 1층 (합정동)",이형윤동물병원,208464,387728,경기도,평택시,합정동 507-19
522,031-657-4671,"경기도 평택시 평남로 1050, 1층 103호 (동삭동)",two현동물병원,208354,389815,경기도,평택시,동삭동 662-4 103호
523,031-692-7114,경기도 평택시 팽성읍 안정쇼핑로 3,강남동물병원,203786,384176,경기도,평택시,팽성읍 안정리 113-224
524,031-682-2470,경기도 평택시 안중읍 안중로99번길 13-1,오암동물병원,193467,387591,경기도,평택시,안중읍 안중리 245-17
525,662-4805,경기도 평택시 탄현로 310-1 (지산동),심재훈동물병원,204843,397593,경기도,평택시,지산동 766-4번지
526,031-262-8700,경기도 용인시 수지구 수지로296번길 30 (풍덕천동),순수동물병원,208116,424558,경기도,용인시,수지구 풍덕천동 697-3번지
527,031-892-7775,"경기도 용인시 수지구 성복1로 106, 107호 (성복동, 벽산프라자)",해담은동물병원,205983,423862,경기도,용인시,수지구 성복동 278-1번지
528,031-272-7583,"경기도 용인시 수지구 성복2로 100, 113호 (성복동, 예반아이엔프라자)",즐거운동물병원,206620,423723,경기도,용인시,수지구 성복동 162-2번지 예반아이엔프라자 113호
529,263-3575,"경기도 용인시 수지구 성복2로76번길 26-3, B101호 (성복동, 드림타워)",성복동물병원,207103,423695,경기도,용인시,수지구 성복동 740-1번지 6통3반 드림타워 B101호
530,031-320-8936,경기도 용인시 처인구 포곡읍 에버랜드로376번길 1-27,삼성안내견학교 부속동물병원,218291,422277,경기도,용인시,처인구 포곡읍 유운리 505
531,031-264-7502,"경기도 용인시 수지구 대지로 58 (죽전동, 선진포리스트)",죽전예담동물병원,210159,425189,경기도,용인시,수지구 죽전동 1254-3번지 104호
532,031-898-4300,경기도 용인시 수지구 포은대로 450 (풍덕천동),하임동물병원,208813,424478,경기도,용인시,수지구 풍덕천동 100-17
533,031-548-2911,"경기도 용인시 수지구 신봉2로 115-46, 1층 (신봉동)",어울림동물병원,206070,425243,경기도,용인시,수지구 신봉동 955-1번지
534,312127515,"경기도 용인시 수지구 광교마을로 91, 102,103호 (상현동)",광교호수 동물병원,206552,421755,경기도,용인시,수지구 상현동 1130-2
535,031-261-7512,"경기도 용인시 수지구 포은대로 552, 3층 (죽전동, 이마트)",죽전 쿨펫동물병원,209673,424824,경기도,용인시,수지구 죽전동 1282
536,031-666-6501,경기도 평택시 서정역로58번길 30 (서정동),경기동물병원(출장진료 전문),204789,395373,경기도,평택시,서정동 303-1
537,031-771-7278,"경기도 양평군 양서면 양수로 170, 1층",개포동물병원,228008,449275,경기도,양평군,양서면 양수리 565-11
538,031-772-3332,경기도 양평군 양평읍 양근로 214,양평가축병원,243430,443018,경기도,양평군,양평읍 양근리 284-1
539,031-772-0075,경기도 양평군 양평읍 시민로 90,참 좋은 동물병원,244273,443260,경기도,양평군,양평읍 공흥리 468-23
540,031-771-7585,경기도 양평군 용문면 용문로 334,용문조아동물병원,252276,442462,경기도,양평군,용문면 다문리 743-3
541,332-3070,"경기도 용인시 처인구 명지로 17, 2층 202호 (역북동)",용인동물병원,216708,414743,경기도,용인시,처인구 역북동 722-1
542,332-4179,경기도 용인시 처인구 백암면 백암로201번길 24,제일동물병원,233026,407105,경기도,용인시,처인구 백암면 백암리 415번지
543,334-3304,경기도 용인시 처인구 포곡읍 전대로 27-2,포곡동물병원,219558,420014,경기도,용인시,처인구 포곡읍 전대리 152-2번지
544,332-7951,경기도 용인시 처인구 원삼면 좌찬로 93,한솔동물병원,228372,411389,경기도,용인시,처인구 원삼면 좌항리 141-6
545,031-681-2406,"경기도 평택시 안중읍 안중로 94, 105동 (평창빌딩)",정동물병원,193435,387435,경기도,평택시,안중읍 안중리 253-9
546,031-896-7590,"경기도 용인시 수지구 신봉1로 68, 106,107호 (신봉동)",스카이동물병원,206866,424522,경기도,용인시,수지구 신봉동 23
547,031-264-1997,"경기도 용인시 수지구 성복2로 114, 111호 (성복동, 플러스클리닉수지센터)",꿈에동물병원,206445,423784,경기도,용인시,수지구 성복동 129-1번지
548,321-7510,"경기도 용인시 처인구 백옥대로 1058, 남곡빌딩 (김량장동)",용인센트럴동물병원,218620,414283,경기도,용인시,처인구 김량장동 12-15번지 남곡빌딩
549,070-8807-8375,경기도 용인시 처인구 백암면 백암로185번길 46,마리동물의료센터,232955,406996,경기도,용인시,처인구 백암면 백암리 436-1
550,031-334-4589,경기도 용인시 처인구 중부대로 1136 (삼가동),펫 동물병원,215148,415368,경기도,용인시,처인구 삼가동 197-30
551,031-339-5575,경기도 용인시 처인구 경안천로 2 (마평동),굿모닝동물병원,218677,414646,경기도,용인시,처인구 마평동 907번지
552,031-320-8708,경기도 용인시 처인구 포곡읍 에버랜드로 199,에버랜드 동물병원,219138,420904,경기도,용인시,처인구 포곡읍 전대리 310
553,835-0815,경기도 연천군 전곡읍 전곡역로 47,성심동물병원,205917,502320,경기도,연천군,전곡읍 전곡리 302-27번지 2통17반
554,031-852-3119,"경기도 의정부시 충의로 49 (용현동, 용운빌딩)",현대동물의료센터,207636,470408,경기도,의정부시,용현동 14-3
555,031-876-7511,경기도 의정부시 회룡로 178 (장암동),나은동물병원,204643,469326,경기도,의정부시,장암동 20-14
556,031-851-0901,"경기도 의정부시 호국로 1336, 탑빌딩 2층 (의정부동)",펫인쥬동물메디컬센터,204544,471288,경기도,의정부시,의정부동 16-1 탑빌딩
557,031-822-6619,"경기도 의정부시 오목로 215, 1층 104호 (민락동, 송림프라자)",나라동물병원,208662,471453,경기도,의정부시,민락동 843-3번지 30통2반 송림프라자 201동 403호
558,031-852-7502,"경기도 의정부시 민락로 210, 4층 (민락동, 이마트)",위즈펫동물병원,208952,471192,경기도,의정부시,민락동 849번지
559,031-773-3176,경기도 양평군 용문면 용문로 353,용문동물병원,252391,442625,경기도,양평군,용문면 다문리 728-18
560,031-375-8875,"경기도 오산시 운천로 3 (원동, 101호, 201호)",경기동물메디컬센터,206510,404582,경기도,오산시,"원동 299-1 101호, 201호"
561,287-7275,"경기도 용인시 기흥구 마북로 141, 104호 (마북동)",해피동물병원,210758,422356,경기도,용인시,기흥구 마북동 173
562,772-2727,경기도 양평군 양평읍 미리내길 96,유일동물병원,247232,442234,경기도,양평군,양평읍 도곡리 286-1
563,031-772-8275,경기도 양평군 양평읍 남북로 97,우람동물병원,244356,443365,경기도,양평군,양평읍 공흥리 484-4
564,686-7582,경기도 평택시 안중읍 안현로서6길 38,현화동물병원,193265,387026,경기도,평택시,안중읍 현화리 45번지
565,665-0046,경기도 평택시 탄현로 276 (지산동),안창선동물병원,204869,397261,경기도,평택시,지산동 824-2번지
566,031-683-3003,경기도 평택시 안중읍 서해로 1146-20,평택축협동물병원,194709,388266,경기도,평택시,안중읍 안중리 194-14
567,832-7771,경기도 연천군 전곡읍 전곡로 140,사랑동물병원,206002,502442,경기도,연천군,전곡읍 전곡리 468-24
568,031-833-1722,경기도 연천군 청산면 학담로 93-2,혜성동물병원,206246,499430,경기도,연천군,청산면 초성리 214-3
569,265-7512,경기도 용인시 수지구 풍덕천로 113 (풍덕천동),한마음동물병원,208282,424511,경기도,용인시,수지구 풍덕천동 1075-4
